age,education_level,race,sex,over_50k,over_50k_text,count
32,High school,White,Male,0,False,1
26,Some college,White,Female,0,False,1
37,Did not complete high school,White,Male,0,False,1
31,High school,White,Male,0,False,1
37,Associates,White,Female,1,True,1
55,High school,White,Male,0,False,1
23,Associates,White,Male,0,False,1
36,Some college,White,Female,0,False,1
34,Masters,White,Male,0,False,1
43,Bachelors,White,Male,1,True,1
54,Some college,White,Male,0,False,1
43,Some college,White,Male,0,False,1
28,Associates,White,Female,0,False,1
40,Associates,White,Male,1,True,1
41,Some college,White,Male,0,False,1
40,Bachelors,Other,Female,1,True,1
42,Some college,Black,Female,0,False,1
61,High school,White,Male,0,False,1
18,Did not complete high school,White,Male,0,False,1
59,High school,White,Male,0,False,1
21,High school,White,Female,0,False,1
48,Associates,White,Male,1,True,1
41,Bachelors,White,Male,0,False,1
18,Some college,White,Male,0,False,1
23,High school,White,Female,0,False,1
60,High school,White,Male,1,True,1
22,Some college,Black,Male,0,False,1
61,High school,White,Male,0,False,1
25,High school,Black,Male,0,False,1
46,Masters,White,Male,1,True,1
43,Bachelors,White,Male,1,True,1
43,Associates,White,Male,0,False,1
24,High school,Black,Male,0,False,1
68,Did not complete high school,White,Male,0,False,1
31,High school,White,Female,0,False,1
17,Did not complete high school,White,Female,0,False,1
32,High school,White,Male,1,True,1
50,Masters,White,Male,0,False,1
33,Bachelors,White,Male,1,True,1
64,Bachelors,White,Male,1,True,1
20,High school,White,Male,0,False,1
30,High school,White,Female,0,False,1
22,Some college,Black,Male,0,False,1
43,Some college,White,Male,0,False,1
22,Some college,White,Male,0,False,1
17,Did not complete high school,White,Male,0,False,1
47,High school,White,Female,0,False,1
41,Associates,White,Female,0,False,1
56,Some college,White,Male,1,True,1
64,High school,White,Male,0,False,1
47,High school,White,Male,1,True,1
48,Associates,White,Male,0,False,1
31,Masters,White,Female,0,False,1
29,Associates,White,Male,0,False,1
30,High school,White,Female,0,False,1
32,High school,White,Male,0,False,1
57,High school,White,Male,1,True,1
62,High school,White,Female,0,False,1
39,High school,White,Female,0,False,1
43,Some college,White,Male,0,False,1
24,Bachelors,White,Male,0,False,1
42,Did not complete high school,White,Male,0,False,1
53,Some college,White,Female,1,True,1
26,Some college,White,Male,0,False,1
73,High school,White,Male,0,False,1
72,Did not complete high school,White,Female,0,False,1
55,High school,White,Male,0,False,1
25,High school,White,Male,0,False,1
41,Bachelors,White,Female,1,True,1
24,Bachelors,White,Male,0,False,1
63,High school,White,Male,0,False,1
17,Did not complete high school,White,Male,0,False,1
35,Some college,White,Male,0,False,1
51,Some college,White,Male,1,True,1
62,Bachelors,White,Female,0,False,1
55,High school,White,Male,1,True,1
43,Some college,White,Male,0,False,1
40,High school,White,Female,0,False,1
37,Bachelors,White,Male,1,True,1
39,Bachelors,White,Male,0,False,1
31,High school,White,Male,0,False,1
61,Masters,White,Female,1,True,1
26,Associates,White,Female,0,False,1
46,High school,White,Male,0,False,1
26,Bachelors,White,Female,0,False,1
48,Doctorate,White,Male,1,True,1
34,High school,White,Male,0,False,1
34,High school,White,Female,0,False,1
59,High school,White,Male,1,True,1
34,Bachelors,White,Female,0,False,1
49,Bachelors,White,Female,1,True,1
18,Did not complete high school,White,Female,0,False,1
43,High school,White,Male,0,False,1
48,Did not complete high school,White,Male,0,False,1
28,Some college,White,Male,0,False,1
33,High school,White,Male,0,False,1
24,Some college,White,Female,0,False,1
21,Did not complete high school,White,Male,0,False,1
17,Did not complete high school,White,Male,0,False,1
39,Some college,White,Male,1,True,1
29,Bachelors,White,Male,0,False,1
44,Bachelors,White,Male,1,True,1
24,Some college,White,Male,0,False,1
71,Masters,White,Male,1,True,1
51,Bachelors,Asian-Pac-Islander,Male,1,True,1
55,Did not complete high school,Black,Male,0,False,1
41,Bachelors,White,Male,1,True,1
23,High school,Black,Female,0,False,1
38,Associates,White,Female,0,False,1
39,High school,White,Male,1,True,1
19,High school,White,Female,0,False,1
49,Did not complete high school,White,Female,0,False,1
32,Bachelors,White,Male,1,True,1
27,High school,White,Male,0,False,1
38,Bachelors,White,Male,1,True,1
33,Some college,White,Female,0,False,1
63,Some college,White,Male,0,False,1
23,Bachelors,White,Male,0,False,1
33,Some college,White,Male,0,False,1
54,High school,Black,Male,0,False,1
29,Associates,White,Female,0,False,1
48,Some college,Black,Female,0,False,1
35,Bachelors,White,Male,0,False,1
28,Associates,Asian-Pac-Islander,Female,0,False,1
37,Bachelors,White,Male,1,True,1
42,Professional school,White,Male,1,True,1
40,Masters,White,Male,0,False,1
47,Some college,White,Male,0,False,1
22,Bachelors,White,Female,0,False,1
30,Bachelors,White,Male,1,True,1
28,High school,White,Male,0,False,1
63,Did not complete high school,White,Male,0,False,1
51,Did not complete high school,White,Male,0,False,1
22,High school,White,Female,0,False,1
27,Associates,Amer-Indian-Eskimo,Male,0,False,1
35,High school,White,Male,0,False,1
46,High school,White,Female,0,False,1
37,Some college,White,Male,0,False,1
24,Bachelors,Black,Male,0,False,1
37,High school,White,Male,0,False,1
53,Some college,White,Male,0,False,1
27,High school,White,Male,0,False,1
38,Some college,White,Male,0,False,1
53,Did not complete high school,White,Male,0,False,1
34,Some college,White,Male,0,False,1
23,High school,Black,Male,0,False,1
39,Bachelors,White,Male,1,True,1
43,Masters,Asian-Pac-Islander,Female,0,False,1
67,High school,Asian-Pac-Islander,Male,1,True,1
81,High school,White,Male,0,False,1
21,Some college,White,Male,0,False,1
23,Some college,White,Male,0,False,1
25,Some college,White,Male,0,False,1
42,Did not complete high school,White,Female,0,False,1
38,Some college,Black,Female,0,False,1
64,High school,White,Male,0,False,1
32,High school,White,Male,0,False,1
37,High school,White,Male,0,False,1
51,Masters,White,Male,1,True,1
22,Some college,White,Female,0,False,1
33,Did not complete high school,White,Female,0,False,1
42,High school,White,Male,0,False,1
19,Some college,White,Female,0,False,1
51,Did not complete high school,White,Male,0,False,1
23,High school,White,Female,0,False,1
37,Did not complete high school,White,Male,1,True,1
37,High school,White,Male,1,True,1
47,Masters,White,Female,0,False,1
41,Professional school,White,Male,1,True,1
33,High school,White,Male,0,False,1
31,Bachelors,White,Male,1,True,1
31,Associates,Amer-Indian-Eskimo,Female,0,False,1
35,High school,Black,Male,0,False,1
38,High school,White,Male,1,True,1
18,High school,White,Female,0,False,1
20,High school,White,Male,0,False,1
54,Some college,Black,Female,0,False,1
40,Some college,White,Female,0,False,1
36,Bachelors,White,Female,1,True,1
43,Some college,White,Male,0,False,1
44,Some college,White,Male,0,False,1
44,High school,White,Female,1,True,1
43,Masters,White,Male,1,True,1
51,Did not complete high school,Black,Female,0,False,1
18,High school,White,Female,0,False,1
51,Some college,White,Male,0,False,1
41,Did not complete high school,White,Male,0,False,1
44,Some college,White,Male,1,True,1
33,Did not complete high school,White,Male,0,False,1
33,Bachelors,White,Male,1,True,1
42,Associates,White,Male,1,True,1
25,Some college,White,Male,0,False,1
32,High school,White,Female,0,False,1
32,Bachelors,White,Male,0,False,1
36,Did not complete high school,White,Female,0,False,1
28,High school,White,Male,0,False,1
20,High school,White,Female,0,False,1
35,Some college,White,Male,1,True,1
55,High school,White,Male,0,False,1
48,Bachelors,Asian-Pac-Islander,Male,1,True,1
36,Associates,White,Female,0,False,1
34,High school,White,Male,1,True,1
28,Bachelors,White,Female,0,False,1
67,Bachelors,White,Male,1,True,1
37,High school,White,Male,0,False,1
44,High school,White,Male,0,False,1
25,Some college,White,Female,0,False,1
21,Some college,White,Female,0,False,1
40,Masters,White,Male,1,True,1
78,High school,Black,Female,0,False,1
34,High school,White,Male,0,False,1
49,High school,White,Female,0,False,1
22,Associates,White,Female,0,False,1
23,High school,Black,Female,0,False,1
60,High school,White,Male,0,False,1
45,High school,White,Male,1,True,1
63,Associates,White,Female,0,False,1
41,High school,Black,Female,0,False,1
47,High school,White,Female,0,False,1
44,High school,White,Male,0,False,1
51,Some college,White,Female,0,False,1
46,Bachelors,White,Male,0,False,1
41,Associates,White,Male,0,False,1
50,High school,White,Male,0,False,1
47,High school,White,Male,1,True,1
35,High school,White,Male,0,False,1
56,High school,White,Male,1,True,1
45,Masters,White,Male,0,False,1
48,Bachelors,White,Male,1,True,1
40,Some college,White,Male,0,False,1
39,Bachelors,White,Male,1,True,1
20,Some college,White,Male,0,False,1
50,Doctorate,White,Male,1,True,1
38,High school,White,Female,1,True,1
23,Bachelors,White,Female,0,False,1
31,High school,White,Male,0,False,1
58,Bachelors,White,Male,0,False,1
66,High school,Black,Male,0,False,1
39,High school,White,Male,1,True,1
54,High school,White,Male,1,True,1
26,Some college,White,Male,0,False,1
51,High school,White,Female,0,False,1
34,Associates,White,Male,0,False,1
50,High school,White,Male,1,True,1
42,Some college,White,Male,1,True,1
38,Masters,White,Male,0,False,1
48,Did not complete high school,White,Male,0,False,1
33,Associates,White,Female,1,True,1
51,High school,White,Female,0,False,1
22,High school,White,Male,0,False,1
19,High school,White,Male,0,False,1
41,Some college,White,Male,0,False,1
48,Masters,White,Male,1,True,1
42,High school,White,Female,0,False,1
34,Some college,White,Male,0,False,1
23,High school,Black,Female,0,False,1
56,High school,White,Male,0,False,1
30,Bachelors,Black,Male,0,False,1
45,High school,White,Male,1,True,1
48,Did not complete high school,White,Female,0,False,1
48,Masters,Asian-Pac-Islander,Male,0,False,1
31,Associates,White,Female,0,False,1
20,Associates,White,Male,0,False,1
27,Some college,White,Male,0,False,1
32,High school,Black,Female,0,False,1
76,Did not complete high school,White,Male,0,False,1
19,High school,White,Male,0,False,1
66,Did not complete high school,White,Male,0,False,1
37,High school,White,Male,0,False,1
34,High school,Black,Female,0,False,1
34,Did not complete high school,White,Female,0,False,1
90,High school,White,Female,0,False,1
23,Some college,Black,Female,0,False,1
43,Some college,White,Female,0,False,1
44,Bachelors,White,Male,1,True,1
24,Some college,White,Female,0,False,1
28,Professional school,White,Male,0,False,1
64,Associates,White,Female,0,False,1
23,Some college,White,Male,0,False,1
20,Some college,White,Female,0,False,1
36,Bachelors,White,Male,1,True,1
61,High school,White,Male,0,False,1
53,Bachelors,White,Male,1,True,1
30,Bachelors,White,Male,1,True,1
52,Some college,White,Male,1,True,1
38,Some college,White,Male,0,False,1
32,Bachelors,White,Male,0,False,1
30,Did not complete high school,White,Male,0,False,1
41,Associates,White,Female,0,False,1
49,Masters,White,Male,1,True,1
45,High school,White,Male,1,True,1
43,High school,White,Male,0,False,1
61,High school,White,Male,0,False,1
54,High school,White,Male,0,False,1
34,Associates,White,Female,0,False,1
49,Some college,White,Male,1,True,1
38,Some college,White,Male,0,False,1
35,Professional school,White,Male,1,True,1
36,Did not complete high school,White,Male,0,False,1
30,Bachelors,White,Male,0,False,1
36,Associates,White,Female,0,False,1
22,Bachelors,White,Female,0,False,1
38,High school,White,Male,1,True,1
37,High school,White,Male,1,True,1
48,Doctorate,White,Female,1,True,1
17,Did not complete high school,White,Male,0,False,1
19,Some college,White,Male,0,False,1
27,Bachelors,Black,Female,0,False,1
22,Bachelors,Asian-Pac-Islander,Male,0,False,1
49,High school,White,Male,0,False,1
43,Associates,White,Female,1,True,1
43,Bachelors,White,Female,0,False,1
19,High school,White,Female,0,False,1
58,High school,White,Male,0,False,1
41,Some college,White,Male,1,True,1
31,Some college,White,Male,0,False,1
30,Associates,White,Male,0,False,1
32,High school,White,Male,0,False,1
29,Bachelors,White,Male,0,False,1
42,Some college,White,Male,1,True,1
38,High school,White,Male,0,False,1
41,Associates,White,Male,1,True,1
44,Bachelors,White,Male,1,True,1
31,Doctorate,Asian-Pac-Islander,Male,0,False,1
34,High school,White,Male,0,False,1
21,Some college,White,Male,0,False,1
22,Bachelors,Asian-Pac-Islander,Male,0,False,1
62,Did not complete high school,White,Male,0,False,1
19,High school,White,Female,0,False,1
29,High school,White,Female,1,True,1
43,Some college,White,Female,0,False,1
68,Did not complete high school,White,Male,0,False,1
45,Bachelors,White,Male,1,True,1
39,Did not complete high school,White,Male,0,False,1
41,Bachelors,Black,Male,0,False,1
34,Associates,White,Female,1,True,1
34,High school,White,Female,0,False,1
31,Bachelors,White,Male,0,False,1
29,High school,White,Male,0,False,1
41,Bachelors,White,Male,1,True,1
41,Associates,White,Male,0,False,1
35,Masters,White,Male,1,True,1
33,Bachelors,White,Female,1,True,1
37,Bachelors,White,Male,0,False,1
69,High school,White,Female,0,False,1
34,High school,White,Female,0,False,1
60,Associates,White,Male,1,True,1
36,Some college,White,Male,0,False,1
41,High school,White,Male,0,False,1
58,Bachelors,White,Female,1,True,1
53,Bachelors,Asian-Pac-Islander,Male,0,False,1
29,Some college,White,Male,0,False,1
45,High school,White,Female,0,False,1
34,Some college,White,Male,0,False,1
36,Bachelors,White,Male,0,False,1
48,Some college,Black,Female,0,False,1
20,Associates,White,Female,0,False,1
35,High school,White,Male,1,True,1
63,High school,Black,Male,0,False,1
41,Some college,White,Male,0,False,1
28,Bachelors,White,Male,0,False,1
30,Some college,Black,Female,0,False,1
34,High school,White,Female,0,False,1
31,High school,White,Female,0,False,1
37,Associates,White,Female,0,False,1
42,Some college,White,Male,0,False,1
31,Some college,White,Male,1,True,1
46,Masters,White,Male,1,True,1
35,High school,Black,Male,1,True,1
27,High school,White,Male,0,False,1
41,Did not complete high school,White,Male,0,False,1
19,Some college,White,Female,0,False,1
20,Some college,White,Male,0,False,1
59,High school,White,Female,0,False,1
40,Bachelors,White,Male,0,False,1
56,Some college,White,Male,0,False,1
33,Masters,White,Male,1,True,1
30,Some college,White,Female,0,False,1
46,High school,White,Male,0,False,1
61,High school,White,Male,1,True,1
50,High school,White,Male,1,True,1
25,High school,White,Male,0,False,1
40,Some college,White,Female,0,False,1
24,Some college,White,Male,0,False,1
51,High school,White,Male,0,False,1
43,High school,White,Male,0,False,1
34,Some college,White,Male,0,False,1
46,High school,White,Male,1,True,1
28,Masters,White,Female,1,True,1
26,Bachelors,Asian-Pac-Islander,Male,0,False,1
20,High school,White,Male,0,False,1
44,Associates,White,Male,0,False,1
51,High school,White,Male,0,False,1
33,Bachelors,White,Male,1,True,1
54,Associates,White,Male,1,True,1
50,Bachelors,White,Female,1,True,1
33,High school,Black,Female,0,False,1
